Created date / time : 22 August 2026 / 15:17:20
Bank 12; Branch 3015; Account 0001464-00 (Streamline)
From date 20240822
To date 20260822
Avail Bal : 363.08 as of 20260821
Ledger Balance : 363.08 as of 20260822
Date,Unique Id,Tran Type,Cheque Number,Payee,Memo,Amount
2024/11/21,2024112101,BILLPAY,,"PMT TO FC12-3140-0399459-04","BILL PAYMENT TO Rent Payment",-180.00
2024/11/26,2024112601,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-200.00
2024/11/29,2024112901,BILLPAY,,"PMT TO FC12-3140-0399459-04","BILL PAYMENT TO Rent Payment",-187.00
2024/12/01,2024120101,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-130.00
2024/12/02,2024120201,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-100.00
2024/12/03,2024120301,TFR OUT,,"FN TRANSFER","TO 12-3015- 0001464-50",-50.98
2024/12/04,2024120401,TFR IN,,"FN TRANSFER","EX 12-3015- 0001464-52",100.00
2024/12/09,2024120901,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-50",350.00
2024/12/17,2024121701,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-360.00
2024/12/18,2024121801,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",310.00
2024/12/27,2024122701,TFR OUT,,"FN TRANSFER","TO 12-3015- 0001464-50",-50.87
2024/12/27,2024122702,TFR OUT,,"FN TRANSFER","TO 12-3015- 0001464-50",-142.54
2025/01/04,2025010401,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",100.00
2025/01/17,2025011701,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",200.00
2025/01/18,2025011801,TFR OUT,,"FN TRANSFER","TO 12-3015- 0001464-50",-250.00
2025/01/18,2025011802,TFR IN,,"FN TRANSFER","EX 12-3015- 0001464-52",250.00
2025/01/29,2025012901,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",250.00
2025/02/04,2025020401,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",745.82
2025/02/12,2025021201,TFR IN,,"FN TRANSFER","EX 12-3015- 0001464-52",78.76
2025/02/27,2025022701,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",150.00
2025/02/27,2025022702,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",24.36
2025/03/11,2025031101,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-50",302.32
2025/03/13,2025031301,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",100.00
2025/03/14,2025031401,BILLPAY,,"PMT TO FC12-3109-0040835-00","BILL PAYMENT TO TFenton3144",-275.00
2025/03/20,2025032001,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-50",120.00
2025/03/23,2025032301,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-100.00
2025/03/28,2025032801,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",302.32
2025/03/28,2025032802,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-50",50.00
2025/04/08,2025040801,TFR IN,,"FN TRANSFER","EX 12-3015- 0001464-50",280.00
2025/04/09,2025040901,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",73.83
2025/04/22,2025042201,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-50",302.32
2025/04/22,2025042202,BILLPAY,,"PMT TO FC12-3109-0040835-00","BILL PAYMENT TO TFenton3144",-275.00
2025/04/27,2025042701,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",150.00
2025/05/06,2025050601,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-50",302.32
2025/05/08,2025050801,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",315.90
2025/05/08,2025050802,BILLPAY,,"PMT TO FC01-0102-0393044-03","BILL PAYMENT TO Upfront pay  TerryZoe 802",-580.00
2025/05/13,2025051301,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-50",100.00
2025/05/13,2025051302,BILLPAY,,"PMT TO FC12-3109-0040835-00","BILL PAYMENT TO TFenton3144",-275.00
2025/05/16,2025051601,BILLPAY,,"PMT TO FC01-0102-0393044-03","BILL PAYMENT TO bond + rent  TerryZoe 802",-870.00
2025/05/18,2025051801,BILLPAY,,"PMT TO FC01-0102-0393044-03","BILL PAYMENT TO Rent  TerryZoe 802",-290.00
2025/05/21,2025052101,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-55",302.32
2025/05/26,2025052601,BILLPAY,,"PMT TO FC01-0102-0393044-03","BILL PAYMENT TO Rent  TerryZoe 802",-290.00
2025/05/29,2025052901,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-50",302.32
2025/05/30,2025053001,TFR IN,,"FN TRANSFER","EX 12-3015- 0001464-50",302.32
2025/06/01,2025060101,BILLPAY,,"PMT TO FC01-0102-0393044-03","BILL PAYMENT TO Rent  TerryZoe 802",-290.00
2025/06/04,2025060401,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2025/06/04,2025060402,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-30.00
2025/06/05,2025060501,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",80.00
2025/06/08,2025060801,BILLPAY,,"PMT TO FC01-0102-0393044-03","BILL PAYMENT TO Rent  TerryZoe 802",-290.00
2025/06/13,2025061301,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-55",300.00
2025/06/16,2025061601,BILLPAY,,"PMT TO FC01-0102-0393044-03","BILL PAYMENT TO Rent  TerryZoe 802",-290.00
2025/06/20,2025062001,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",300.00
2025/06/23,2025062301,BILLPAY,,"PMT TO FC01-0102-0393044-03","BILL PAYMENT TO Rent  TerryZoe 802",-315.00
2025/06/23,2025062302,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-140.00
2025/06/23,2025062303,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-149.00
2025/06/24,2025062401,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-50",302.32
2025/07/04,2025070401,BILLPAY,,"PMT TO FC01-0102-0393044-03","BILL PAYMENT TO Rent  TerryZoe 802",-290.00
2025/07/04,2025070402,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",302.32
2025/07/04,2025070403,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",53.00
2025/07/08,2025070801,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-50",302.32
2025/07/08,2025070802,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2025/07/13,2025071301,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-150.00
2025/07/15,2025071501,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2025/07/16,2025071601,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",580.00
2025/07/17,2025071701,TFR OUT,,"FN TRANSFER","TO 12-3015- 0001464-50",-200.00
2025/07/22,2025072201,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2025/07/27,2025072701,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-60.00
2025/07/27,2025072702,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-51",200.00
2025/07/28,2025072801,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-150.00
2025/07/29,2025072901,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2025/08/01,2025080101,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",604.64
2025/08/05,2025080501,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2025/08/05,2025080502,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-50",250.00
2025/08/12,2025081201,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2025/08/16,2025081601,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2025/08/17,2025081701,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",580.00
2025/08/19,2025081901,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2025/08/20,2025082001,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2025/08/21,2025082101,TFR OUT,,"FN TRANSFER","TO 12-3015- 0001464-55",-100.00
2025/08/25,2025082501,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-100.00
2025/08/25,2025082502,TFR IN,,"FN TRANSFER","EX 12-3015- 0001464-50",200.00
2025/08/26,2025082601,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2025/08/29,2025082901,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-100.00
2025/08/30,2025083001,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",604.64
2025/08/30,2025083002,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-100.00
2025/08/30,2025083003,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2025/09/02,2025090201,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2025/09/08,2025090801,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-100.00
2025/09/09,2025090901,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2025/09/12,2025091201,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",602.32
2025/09/16,2025091601,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2025/09/16,2025091602,TFR IN,,"FN TRANSFER","EX 12-3015- 0001464-50",250.00
2025/09/22,2025092201,TFR OUT,,"FN TRANSFER","TO 12-3015- 0001464-50",-500.00
2025/09/22,2025092202,TFR IN,,"FN TRANSFER","EX 12-3015- 0001464-50",250.00
2025/09/23,2025092301,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2025/09/26,2025092601,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-50",2000.00
2025/09/26,2025092602,BILLPAY,,"PMT TO FC38-9009-0654378-00","BILL PAYMENT TO TerenceSesh  Fenton",-200.00
2025/09/30,2025093001,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2025/09/30,2025093002,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-50",200.00
2025/09/30,2025093003,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",100.00
2025/10/05,2025100501,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-200.00
2025/10/07,2025100701,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2025/10/08,2025100801,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",302.32
2025/10/08,2025100802,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-50",200.00
2025/10/14,2025101401,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2025/10/21,2025102101,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2025/10/22,2025102201,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",290.00
2025/10/22,2025102202,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",299.60
2025/10/23,2025102301,TFR OUT,,"FN TRANSFER","TO 12-3015- 0001464-50",-250.00
2025/10/28,2025102801,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2025/10/30,2025103001,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2025/10/30,2025103002,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-60.00
2025/11/01,2025110101,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-100.00
2025/11/04,2025110401,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2025/11/08,2025110801,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",541.36
2025/11/11,2025111101,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2025/11/17,2025111701,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.00
2025/11/18,2025111801,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2025/11/24,2025112401,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",200.00
2025/11/25,2025112501,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2025/11/26,2025112601,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-50",302.32
2025/11/26,2025112602,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",175.21
2025/11/27,2025112701,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-60.00
2025/11/28,2025112801,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-150.00
2025/11/29,2025112901,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-40.00
2025/12/01,2025120101,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-200.00
2025/12/01,2025120102,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-100.00
2025/12/01,2025120103,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-150.00
2025/12/02,2025120201,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2025/12/03,2025120301,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",900.00
2025/12/08,2025120801,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-300.00
2025/12/09,2025120901,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2025/12/13,2025121301,TFR OUT,,"FN TRANSFER","TO 12-3015- 0001464-50",-300.00
2025/12/16,2025121601,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2025/12/17,2025121701,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",1000.00
2025/12/23,2025122301,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2025/12/27,2025122701,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-150.00
2025/12/30,2025123001,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2026/01/02,2026010201,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-50",5000.00
2026/01/06,2026010601,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2026/01/07,2026010701,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",600.00
2026/01/13,2026011301,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2026/01/18,2026011801,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-10.00
2026/01/20,2026012001,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2026/01/25,2026012501,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.00
2026/01/26,2026012601,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.00
2026/01/26,2026012602,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-30.00
2026/01/27,2026012701,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2026/01/27,2026012702,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2026/01/29,2026012901,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",477.15
2026/01/30,2026013001,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-40.00
2026/01/30,2026013002,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.00
2026/01/31,2026013101,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2026/02/03,2026020301,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2026/02/05,2026020501,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-100.00
2026/02/05,2026020502,TFR IN,,"FN TRANSFER","EX 12-3015- 0001464-52",100.00
2026/02/10,2026021001,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2026/02/17,2026021701,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2026/02/21,2026022101,D/C,,"D/C FROM KELDERMAN, M A","",100.00
2026/02/24,2026022401,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2026/03/03,2026030301,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2026/03/10,2026031001,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2026/03/12,2026031201,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",1200.00
2026/03/17,2026031701,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2026/03/24,2026032401,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2026/03/31,2026033101,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2026/04/07,2026040701,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2026/04/14,2026041401,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2026/04/14,2026041402,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",1250.00
2026/04/14,2026041403,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",8.00
2026/04/14,2026041404,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-200.00
2026/04/19,2026041901,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",485.13
2026/04/21,2026042101,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2026/04/28,2026042801,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2026/05/05,2026050501,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2026/05/12,2026051201,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2026/05/19,2026051901,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2026/05/20,2026052001,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",1060.31
2026/05/26,2026052601,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2026/05/27,2026052701,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-200.00
2026/06/02,2026060201,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2026/06/09,2026060901,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2026/06/13,2026061301,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",1000.00
2026/06/16,2026061601,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2026/06/23,2026062301,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2026/06/23,2026062302,D/D,,"Powershop","D/D 8B64640B9A5D",-394.66
2026/06/27,2026062701,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",1000.00
2026/06/30,2026063001,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2026/06/30,2026063002,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-90.00
2026/07/02,2026070201,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.00
2026/07/04,2026070401,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.00
2026/07/05,2026070501,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.00
2026/07/05,2026070502,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-40.00
2026/07/06,2026070601,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-10.00
2026/07/07,2026070701,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2026/07/07,2026070702,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-100.00
2026/07/07,2026070703,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-30.00
2026/07/09,2026070901,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.00
2026/07/10,2026071001,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.00
2026/07/10,2026071002,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.00
2026/07/10,2026071003,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.00
2026/07/10,2026071004,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.00
2026/07/11,2026071101,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-80.00
2026/07/11,2026071102,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-30.00
2026/07/11,2026071103,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-30.00
2026/07/12,2026071201,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-30.00
2026/07/13,2026071301,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2026/07/13,2026071302,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-60.00
2026/07/14,2026071401,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2026/07/14,2026071402,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-30.00
2026/07/15,2026071501,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-10.00
2026/07/16,2026071601,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",737.37
2026/07/17,2026071701,D/D,,"Powershop","D/D FBD97E97362A",-320.64
2026/07/18,2026071801,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-100.00
2026/07/19,2026071901,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-40.00
2026/07/19,2026071902,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2026/07/19,2026071903,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-32.00
2026/07/20,2026072001,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.00
2026/07/20,2026072002,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-40.00
2026/07/20,2026072003,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-15.00
2026/07/21,2026072101,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2026/07/21,2026072102,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-40.00
2026/07/21,2026072103,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.00
2026/07/22,2026072201,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-8.00
2026/07/22,2026072202,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-80.00
2026/07/22,2026072203,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-30.00
2026/07/23,2026072301,D/D,,"Powershop","D/D 60EB2A5DE0ED",-239.16
2026/07/23,2026072302,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-100.00
2026/07/25,2026072501,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",505.50
2026/07/27,2026072701,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-40.00
2026/07/27,2026072702,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-149.00
2026/07/28,2026072801,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2026/07/29,2026072901,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-150.00
2026/07/30,2026073001,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-70.00
2026/07/30,2026073002,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-80.00
2026/08/01,2026080101,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-40.00
2026/08/01,2026080102,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-10.00
2026/08/01,2026080103,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-15.00
2026/08/02,2026080201,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-30.00
2026/08/03,2026080301,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-15.00
2026/08/03,2026080302,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-45.00
2026/08/03,2026080303,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.00
2026/08/04,2026080401,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2026/08/06,2026080601,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-55.00
2026/08/06,2026080602,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",598.21
2026/08/06,2026080603,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-80.00
2026/08/07,2026080701,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-10.00
2026/08/07,2026080702,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-60.00
2026/08/07,2026080703,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-4.00
2026/08/07,2026080704,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-40.00
